ID,nickname,gender,level,followers,address,content,likes,time,hierarchy,rootID
5141615489322179,时光逆行_,男,0,6,湖南,回复@末心反射狐:再来个灼燃模组[吃瓜],0,2025-03-07 17:35:22,子评论,5141547940058240
5141612100061782,荷花淀2007,女,0,23,河南,现在对鹰角的暴率有问题深信不疑，七十多抽一个异推一个黑键，我问你海猫！是，爆率不低，平均三四十一只，但是，为什么老是歪？怎么你小时候掷硬币三四次都是一个面啊？？从入坑开始（去年8月份）到现在，出的几个卡池就异刺和年活抽出来当期干员，别的就是歪，半周年三只忍冬，对零氪十分不友好！,2,2025-03-07 17:21:54,根评论,5141612100061782
5141610803499897,键宝女,女,0,3448,广东,你早说会哭的孩子有奶吃啊❗加强黑键❗加强止颂❗加强伺夜❗加强引星棘刺❗加强水月❗补回黑键的尘影余音记录修复头像❗不是按闹分配吗❓说话❗,7,2025-03-07 17:16:45,根评论,5141610803499897
5141610435971299,两只施夷光,男,0,1,上海,要加强就都加强📢❗加强远牙❗卡涅利安❗早露❗空弦❗赫拉格❗淬羽赫默❗伺夜❗止颂❗弑君者❗森蚺❗菲亚梅塔❗陈❗艾丽妮❗水月❗帕拉斯❗琳琅诗怀雅❗焰尾❗斯卡蒂❗异客❗黑❗鸿雪❗嵯峨❗推王❗黑键❗薇薇安娜❗隐德来希❗圣约送葬人❗难道中杯干员不加强都是因为冲的不够多吗❓,4,2025-03-07 17:15:17,根评论,5141610435971299
5141610057958726,21的生活日记,女,0,0,山东,不是一碗水端不平你做牛魔设计师你我问你，明日方舟运营[打call][打call][打call],1,2025-03-07 17:13:47,根评论,5141610057958726
5141608857864196,sky沅衍鹅鹅鹅,女,0,13,浙江,我让你加强空弦你耳龙吗😅我让你加强小鸟你耳龙吗😅给空弦厨子道歉！改变幽默的两个模组，增加速狙模版基础白值！给艾丽妮厨道歉！改变幽默严苛技力模组，增加技力加成！,5,2025-03-07 17:09:01,根评论,5141608857864196
5141608719716575,5亿年前的鱼在做什么梦呢,女,0,23,北京,鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力]鹰角给拉普兰德跪下[给力],1,2025-03-07 17:08:28,根评论,5141608719716575
5141608409862094,丸孝女,女,0,70,广东,重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓,1,2025-03-07 17:07:14,根评论,5141608409862094
5141607550289271,5亿年前的鱼在做什么梦呢,女,0,23,北京,鹰角不加强拉普兰德[吃惊]好，明日方舟六周年流水再夭折褒姒👁️👁️终末地半路技术人员跳槽去mhy等不到开服就腰斩👁️👁️泡姆泡姆发售买断人数不破千👁️👁️所有肉鸽比赛因为种子大量重复永久停办👁️👁️桌游无人问津👁️👁️投资的所有个体游戏全部背刺👁️👁️,0,2025-03-07 17:03:49,根评论,5141607550289271
5141605078538422,别靠近竞男,女,0,20,湖北,🗡️冢@明日方舟Arknights,0,2025-03-07 16:54:00,根评论,5141605078538422
